N;time
9000;754
9000;812
9000;797
9000;787
9000;818
9000;845
9000;827
9000;815
9000;818
9000;770
9000;771
9000;752
9000;774
9000;766
9000;803
9000;829
9000;776
9000;765
9000;860
9000;757
9000;740
9000;730
9000;732
9000;731
9000;731
9000;748
9000;747
9000;806
9000;796
9000;807
9000;809
9000;805
9000;804
9000;804
9000;803
9000;806
9000;803
9000;804
9000;804
9000;758
9000;731
9000;732
9000;734
9000;734
9000;735
9000;733
9000;736
10000;788
10000;772
10000;744
10000;751
10000;810
10000;829
10000;829
10000;785
10000;826
10000;787
10000;782
10000;765
10000;748
10000;764
10000;829
10000;791
10000;798
10000;813
10000;794
10000;820
10000;807
10000;765
10000;785
10000;812
10000;813
10000;761
10000;733
10000;733
10000;732
10000;761
10000;849
10000;820
10000;872
10000;819
10000;784
10000;790
10000;790
10000;779
10000;770
10000;803
10000;768
10000;759
10000;750
10000;759
10000;835
10000;792
10000;820
10000;823
10000;837
10000;757
10000;758
10000;792
10000;772
10000;805
10000;771
10000;735
10000;781
10000;816
10000;825
10000;817
10000;834
10000;813
10000;815
10000;810
10000;752
10000;741
10000;772
10000;757
10000;853
10000;754
10000;752
10000;756
10000;758
10000;747
10000;749
10000;822
10000;816
10000;751
10000;735
10000;735
10000;755
10000;777
10000;760
10000;760
10000;774
10000;756
10000;743
10000;794
10000;892
10000;819
10000;816
10000;833
10000;798
10000;823
10000;796
10000;811
10000;822
10000;771
10000;821
10000;792
